2026-06-01 12:56:40.793 UTC,,,1,,6a1d8188.1,1,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2026-06-01 12:56:40.793 UTC,,,1,,6a1d8188.1,2,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"starting PostgreSQL 17.10 (Debian 17.10-1.pgdg13+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 14.2.0-19) 14.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-06-01 12:56:40.793 UTC,,,1,,6a1d8188.1,3,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2026-06-01 12:56:40.793 UTC,,,1,,6a1d8188.1,4,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2026-06-01 12:56:40.818 UTC,,,1,,6a1d8188.1,5,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-06-01 12:56:40.842 UTC,,,70,,6a1d8188.46,1,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"database system was shut down at 2026-06-01 12:56:40 UTC",,,,,,,,,"","startup",,0
2026-06-01 12:56:40.854 UTC,,,1,,6a1d8188.1,6,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2026-06-01 13:01:40.928 UTC,,,68,,6a1d8188.44,1,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-06-01 13:01:47.116 UTC,,,68,,6a1d8188.44,2,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"checkpoint complete: wrote 64 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.136 s, sync=0.021 s, total=6.189 s; sync files=27, longest=0.012 s, average=0.001 s; distance=279 kB, estimate=279 kB; lsn=0/19812F8, redo lsn=0/1981268",,,,,,,,,"","checkpointer",,0
2026-06-01 13:03:08.814 UTC,,,1,,6a1d8188.1,7,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-06-01 13:03:08.819 UTC,,,1,,6a1d8188.1,8,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-06-01 13:03:08.821 UTC,,,1,,6a1d8188.1,9,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 73) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-06-01 13:03:08.821 UTC,,,68,,6a1d8188.44,3,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-06-01 13:03:08.825 UTC,,,68,,6a1d8188.44,4,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-06-01 13:03:08.839 UTC,,,68,,6a1d8188.44,5,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.018 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=251 kB; lsn=0/19813A8, redo lsn=0/19813A8",,,,,,,,,"","checkpointer",,0
2026-06-01 13:03:08.846 UTC,,,1,,6a1d8188.1,10,,2026-06-01 12:56:40 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
