2026-06-01 10:50:58.190 UTC,,,49,,6a1d6412.31,1,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2026-06-01 10:50:58.190 UTC,,,49,,6a1d6412.31,2,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"starting PostgreSQL 17.10 (Debian 17.10-1.pgdg13+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 14.2.0-19) 14.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.195 UTC,,,49,,6a1d6412.31,3,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.207 UTC,,,53,,6a1d6412.35,1,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"database system was shut down at 2026-06-01 10:50:56 UTC",,,,,,,,,"","startup",,0
2026-06-01 10:50:58.214 UTC,,,49,,6a1d6412.31,4,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.515 UTC,,,49,,6a1d6412.31,5,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.520 UTC,,,49,,6a1d6412.31,6,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.521 UTC,,,49,,6a1d6412.31,7,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 56) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.521 UTC,,,51,,6a1d6412.33,1,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-06-01 10:50:58.525 UTC,,,51,,6a1d6412.33,2,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-06-01 10:50:58.798 UTC,,,51,,6a1d6412.33,3,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"checkpoint complete: wrote 965 buffers (5.9%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.026 s, sync=0.234 s, total=0.278 s; sync files=328, longest=0.060 s, average=0.001 s; distance=4405 kB, estimate=4405 kB; lsn=0/193AEE8, redo lsn=0/193AEE8",,,,,,,,,"","checkpointer",,0
2026-06-01 10:50:58.806 UTC,,,49,,6a1d6412.31,8,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.846 UTC,,,1,,6a1d6412.1,1,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2026-06-01 10:50:58.846 UTC,,,1,,6a1d6412.1,2,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"starting PostgreSQL 17.10 (Debian 17.10-1.pgdg13+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 14.2.0-19) 14.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.847 UTC,,,1,,6a1d6412.1,3,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.847 UTC,,,1,,6a1d6412.1,4,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.855 UTC,,,1,,6a1d6412.1,5,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-06-01 10:50:58.864 UTC,,,71,,6a1d6412.47,1,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"database system was shut down at 2026-06-01 10:50:58 UTC",,,,,,,,,"","startup",,0
2026-06-01 10:50:58.872 UTC,,,1,,6a1d6412.1,6,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2026-06-01 10:55:58.852 UTC,,,69,,6a1d6412.45,1,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-06-01 10:56:05.105 UTC,,,69,,6a1d6412.45,2,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"checkpoint complete: wrote 64 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.148 s, sync=0.050 s, total=6.254 s; sync files=27, longest=0.019 s, average=0.002 s; distance=273 kB, estimate=273 kB; lsn=0/197F698, redo lsn=0/197F608",,,,,,,,,"","checkpointer",,0
2026-06-01 11:08:04.301 UTC,,,1,,6a1d6412.1,7,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-06-01 11:08:04.305 UTC,,,1,,6a1d6412.1,8,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-06-01 11:08:04.307 UTC,,,1,,6a1d6412.1,9,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 74) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-06-01 11:08:04.307 UTC,,,69,,6a1d6412.45,3,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-06-01 11:08:04.311 UTC,,,69,,6a1d6412.45,4,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-06-01 11:08:04.326 UTC,,,69,,6a1d6412.45,5,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.001 s, total=0.019 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=246 kB; lsn=0/197F748, redo lsn=0/197F748",,,,,,,,,"","checkpointer",,0
2026-06-01 11:08:04.332 UTC,,,1,,6a1d6412.1,10,,2026-06-01 10:50:58 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
