2026-06-01 11:46:08.724 UTC,"postgres","buildsafe_db",373,"172.18.0.4:58816",6a1d70b0.175,2,"INSERT",2026-06-01 11:44:48 UTC,36/18,768,ERROR,23503,"insert or update on table ""sensor_history"" violates foreign key constraint ""sensor_history_user_id_fkey""","Key (user_id)=(2) is not present in table ""users"".",,,,,"INSERT INTO sensor_history (sensor_id, user_id, event_type, event_date, notes) VALUES (5, 2, 'FAILURE', '2026-06-01T11:46:08.724730'::timestamp, 'Сбой') RETURNING sensor_history.event_id",,,"","client backend",,0
2026-06-01 11:46:13.249 UTC,"postgres","buildsafe_db",374,"172.18.0.4:58818",6a1d70b0.176,2,"SELECT",2026-06-01 11:44:48 UTC,37/22,0,ERROR,42703,"column sensor_subscriptions.zone_id does not exist",,"Perhaps you meant to reference the column ""sensor_subscriptions.type_id"".",,,,"SELECT sensor_subscriptions.sub_id AS sensor_subscriptions_sub_id, sensor_subscriptions.user_id AS sensor_subscriptions_user_id, sensor_subscriptions.zone_id AS sensor_subscriptions_zone_id 
FROM sensor_subscriptions 
WHERE sensor_subscriptions.user_id = 2",130,,"","client backend",,0
2026-06-01 11:46:13.252 UTC,"postgres","buildsafe_db",383,"172.18.0.4:58820",6a1d70b4.17f,2,"SELECT",2026-06-01 11:44:52 UTC,39/16,0,ERROR,42703,"column sensor_subscriptions.zone_id does not exist",,"Perhaps you meant to reference the column ""sensor_subscriptions.type_id"".",,,,"SELECT sensor_subscriptions.sub_id AS sensor_subscriptions_sub_id, sensor_subscriptions.user_id AS sensor_subscriptions_user_id, sensor_subscriptions.zone_id AS sensor_subscriptions_zone_id 
FROM sensor_subscriptions 
WHERE sensor_subscriptions.user_id = 2",130,,"","client backend",,0
2026-06-01 11:46:46.392 UTC,,,68,,6a1d6ffa.44,1,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-06-01 11:46:52.774 UTC,,,68,,6a1d6ffa.44,2,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"checkpoint complete: wrote 64 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.140 s, sync=0.109 s, total=6.383 s; sync files=27, longest=0.092 s, average=0.005 s; distance=280 kB, estimate=280 kB; lsn=0/19815E8, redo lsn=0/1981558",,,,,,,,,"","checkpointer",,0
2026-06-01 11:47:19.916 UTC,"postgres","buildsafe_db",383,"172.18.0.4:58820",6a1d70b4.17f,3,"SELECT",2026-06-01 11:44:52 UTC,39/984,0,ERROR,42703,"column sensor_subscriptions.zone_id does not exist",,"Perhaps you meant to reference the column ""sensor_subscriptions.type_id"".",,,,"SELECT sensor_subscriptions.sub_id AS sensor_subscriptions_sub_id, sensor_subscriptions.user_id AS sensor_subscriptions_user_id, sensor_subscriptions.zone_id AS sensor_subscriptions_zone_id 
FROM sensor_subscriptions 
WHERE sensor_subscriptions.user_id = 2",130,,"","client backend",,0
2026-06-01 11:47:19.922 UTC,"postgres","buildsafe_db",373,"172.18.0.4:58816",6a1d70b0.175,3,"SELECT",2026-06-01 11:44:48 UTC,36/990,0,ERROR,42703,"column sensor_subscriptions.zone_id does not exist",,"Perhaps you meant to reference the column ""sensor_subscriptions.type_id"".",,,,"SELECT sensor_subscriptions.sub_id AS sensor_subscriptions_sub_id, sensor_subscriptions.user_id AS sensor_subscriptions_user_id, sensor_subscriptions.zone_id AS sensor_subscriptions_zone_id 
FROM sensor_subscriptions 
WHERE sensor_subscriptions.user_id = 2",130,,"","client backend",,0
2026-06-01 11:49:11.795 UTC,,,1,,6a1d6ffa.1,7,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-06-01 11:49:11.809 UTC,,,1,,6a1d6ffa.1,8,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-06-01 11:49:11.810 UTC,,,1,,6a1d6ffa.1,9,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 73) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-06-01 11:49:11.811 UTC,,,68,,6a1d6ffa.44,3,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-06-01 11:49:11.824 UTC,,,68,,6a1d6ffa.44,4,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-06-01 11:49:11.887 UTC,,,68,,6a1d6ffa.44,5,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.011 s, sync=0.026 s, total=0.077 s; sync files=9, longest=0.018 s, average=0.003 s; distance=3 kB, estimate=252 kB; lsn=0/1982170, redo lsn=0/1982170",,,,,,,,,"","checkpointer",,0
2026-06-01 11:49:11.892 UTC,,,1,,6a1d6ffa.1,10,,2026-06-01 11:41:46 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
